,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),Total Area (1000 ha),Total Production (1000 tons),Total Yield (Kg per ha),Rainfall(mm)
1087,703,2012,8,Orissa,Cuttack,468.8,1076.68,2296.67,0.86,1.45,1686.05,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,500.0,0.0,0.0,0.0,5.8,10.86,1872.41,0.15,0.11,733.33,0.0,0.0,0.0,0.75,0.52,693.33,3.47,2.91,838.62,305.86,141.75,463.45,61.57,116.88,1898.33,4.0,1.53,382.5,7.85,3.08,392.36,0.34,0.2,588.24,0.31,0.19,612.9,0.18,0.08,444.44,2.09,2.45,1172.25,0.12,0.08,666.67,76.46,124.49,1628.17,6.33,38.62,6101.11,0.0,0.0,0.0,33.84,87.32,121.16,5.5,3.04,0.0,1968.7200000000003,3224.559999999999,4836.839999999998,1803.8
1088,704,2012,8,Orissa,Dhenkanal,167.9,402.23,2395.65,0.42,0.72,1714.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,11.74,1542.71,0.09,0.05,555.56,0.0,0.0,0.0,2.51,1.76,701.2,12.9,10.8,837.21,156.58,69.0,440.67,22.96,41.69,1815.77,59.5,23.93,402.18,8.37,3.22,384.71,0.0,0.0,0.0,0.99,0.58,585.86,0.0,0.0,0.0,0.34,0.35,1029.41,0.0,0.0,0.0,92.68,69.98,755.07,1.03,7.33,7116.5,0.0,0.0,0.0,48.82,50.26,99.08,1.71,6.06,0.0,1168.82,1399.4,2099.1000000000004,1524.5
1089,705,2012,8,Orissa,Ganjam,289.29,525.84,1817.69,0.1,0.17,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,1.85,610.56,1.9,1.16,610.53,23.82,47.45,1992.02,59.22,53.88,909.83,0.0,0.0,0.0,0.3,0.26,866.67,17.56,16.61,945.9,247.61,126.79,512.06,24.07,37.47,1556.71,22.19,9.42,424.52,1.43,0.63,440.56,0.0,0.0,0.0,1.96,1.25,637.76,0.19,0.09,473.68,4.06,4.86,1197.04,0.0,0.0,0.0,55.62,54.43,978.6,3.47,22.63,6521.61,2.68,1.11,414.18,56.64,60.38,117.02,0.49,0.93,0.0,1631.2600000000002,1934.4199999999998,2901.6299999999997,1295.9
1090,706,2012,8,Orissa,Kalahandi,355.5,861.05,2422.08,2.77,4.69,1693.14,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.47,758.06,0.14,0.08,571.43,25.73,87.02,3382.04,5.28,4.56,863.64,0.0,0.0,0.0,15.77,13.9,881.42,24.14,22.5,932.06,244.71,120.74,493.4,25.55,47.06,1841.88,14.9,6.11,410.07,14.5,7.56,521.38,0.25,0.16,640.0,4.76,3.29,691.18,5.0,2.5,500.0,3.46,4.58,1323.7,0.0,0.0,0.0,74.69,73.95,990.09,1.89,12.83,6788.36,47.46,23.01,484.83,28.55,37.34,65.89,0.38,3.24,0.0,1792.1,2673.2799999999993,4009.919999999999,1294.6
1091,707,2012,8,Orissa,Keonjhar,170.65,283.99,1664.17,1.13,1.91,1690.27,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,666.67,0.03,0.02,666.67,26.65,46.88,1759.1,0.07,0.05,714.29,0.0,0.0,0.0,3.77,3.6,954.91,6.11,5.63,921.44,66.47,34.66,521.44,2.9,3.54,1220.69,6.32,2.33,368.67,8.49,2.86,336.87,0.0,0.0,0.0,0.07,0.05,714.29,3.61,1.75,484.76,0.74,0.97,1310.81,0.0,0.0,0.0,34.34,15.99,465.64,0.07,0.47,6714.29,0.0,0.0,0.0,22.99,51.2,74.19,0.14,0.68,0.0,709.4,913.3600000000002,1370.0400000000004,1377.7
1092,708,2012,8,Orissa,Koraput,417.65,871.13,2085.79,0.67,1.12,1671.64,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.94,652.78,0.49,0.31,632.65,124.93,352.09,2818.3,102.8,86.52,841.63,0.0,0.0,0.0,6.13,3.37,549.76,29.43,29.52,1003.06,97.16,42.57,438.14,25.54,46.11,1805.4,36.45,14.42,395.61,8.05,3.01,373.91,0.21,0.12,571.43,2.82,1.69,599.29,2.46,1.23,500.0,3.21,3.65,1137.07,0.0,0.0,0.0,119.11,84.49,709.34,15.17,103.63,6831.25,25.79,13.14,509.5,115.83,83.61,199.44,1.05,2.32,0.0,2272.7799999999997,3489.979999999999,5234.969999999998,1565.3
1093,711,2012,8,Orissa,Puri,325.04,759.04,2335.22,0.4,0.58,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,600.0,0.0,0.0,0.0,6.4,11.93,1864.06,0.79,0.54,683.54,0.0,0.0,0.0,0.94,0.55,585.11,1.02,0.76,745.1,201.1,90.73,451.17,20.03,40.87,2040.44,8.66,3.07,354.5,3.8,1.26,331.58,0.0,0.0,0.0,0.19,0.1,526.32,1.29,0.6,465.12,1.59,1.67,1050.31,0.19,0.12,631.58,35.75,47.69,1333.99,6.04,41.38,6850.99,0.0,0.0,0.0,63.81,54.1,117.91,0.52,1.06,0.0,1355.2199999999998,2112.16,3168.24,1275.1
1094,712,2012,8,Orissa,Sambalpur,518.66,1586.6,3059.04,2.25,3.88,1724.44,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,555.56,0.0,0.0,0.0,11.42,22.47,1967.6,0.04,0.03,750.0,0.0,0.0,0.0,1.27,0.77,606.3,7.19,6.34,881.78,172.81,79.75,461.49,32.95,45.9,1393.02,43.86,18.3,417.24,17.31,7.95,459.27,0.0,0.0,0.0,0.16,0.11,687.5,0.0,0.0,0.0,1.8,1.9,1055.56,0.0,0.0,0.0,96.12,74.18,771.74,1.01,6.7,6633.66,1.48,0.64,432.43,38.74,44.43,83.17,0.76,3.47,0.0,1895.84,3806.9400000000005,5710.410000000001,1964.7
1095,713,2012,8,Orissa,Sundargarh,204.43,474.43,2320.75,2.12,3.86,1820.75,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.03,605.88,0.04,0.03,750.0,7.63,14.07,1844.04,1.93,1.59,823.83,0.0,0.0,0.0,2.56,1.66,648.44,6.57,6.23,948.25,54.83,24.52,447.2,3.88,5.87,1512.89,20.43,9.6,469.9,7.02,2.92,415.95,0.0,0.0,0.0,0.29,0.16,551.72,1.19,0.57,478.99,0.6,0.71,1183.33,0.0,0.0,0.0,35.15,20.62,586.63,0.06,0.36,6000.0,0.0,0.0,0.0,20.13,31.76,51.89,0.65,1.47,0.0,742.42,1202.92,1804.38,1518.2
1096,166,2012,9,Punjab,Amritsar,364.0,1143.0,3140.11,372.0,1682.0,4521.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1000.0,0.4,0.4,1000.0,1.9,1.6,842.11,0.0,0.0,0.0,2.6,0.9,346.15,2.0,2.7,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,2000.0,0.0,0.0,0.0,4.8,4.0,833.33,3.0,21.2,7066.67,0.0,0.0,0.0,1.81,8.52,10.32,0.0,0.0,55.5,1507.82,5737.839999999999,8606.759999999998,469.1
1097,165,2012,9,Punjab,Gurdaspur,201.0,618.0,3074.63,226.0,998.0,4415.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,2636.36,0.0,0.0,0.0,1.0,3.0,3000.0,0.1,0.1,1000.0,0.0,0.0,0.0,1.7,0.8,470.59,0.0,0.0,0.0,0.9,0.3,333.33,3.0,3.5,1166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.8,974.36,26.0,189.1,7273.08,0.0,0.0,0.0,1.81,2.35,4.15,0.0,0.0,30.69,952.8199999999999,3695.899999999999,5543.8499999999985,1178.7
1098,169,2012,9,Punjab,Hoshiarpur,92.23,344.04,3730.24,180.2,777.98,4317.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.46,270.62,4071.92,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1000.0,0.1,0.1,1000.0,0.7,0.5,714.29,1.6,2.9,1812.5,0.6,0.2,333.33,4.78,5.89,1232.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,4.08,2158.73,0.0,0.0,0.0,8.87,13.07,1473.73,20.95,144.85,6914.22,0.0,0.0,0.0,1.72,6.92,8.64,0.0,0.0,38.02,760.4000000000001,3142.4999999999995,4713.749999999999,442.5
1099,168,2012,9,Punjab,Jalandhar,199.77,768.96,3849.23,217.8,1006.02,4619.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,62.38,3771.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1000.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.1,333.33,2.22,3.21,1445.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,6.92,1683.7,0.0,0.0,0.0,6.63,10.23,1542.68,13.05,85.05,6517.01,0.0,0.0,0.0,2.63,25.49,28.12,0.0,0.0,44.65,927.5000000000003,3938.12,5907.18,399.3
1100,167,2012,9,Punjab,Kapurthala,117.0,445.0,3803.42,110.0,510.0,4636.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.2,1692.31,0.0,0.0,0.0,1.3,2.2,1692.31,4.0,25.8,6450.0,0.0,0.0,0.0,4.05,15.98,20.03,0.0,0.0,14.77,479.30000000000007,2020.3600000000001,3030.54,597.9
1101,171,2012,9,Punjab,Ludhiana,269.9,1226.6,4544.65,268.75,1308.0,4866.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,8.6,2730.16,0.0,0.0,0.0,2.0,7.0,3500.0,0.0,0.0,0.0,0.1,0.1,1000.0,1.8,0.8,444.44,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.44,1252.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,2.43,1800.0,0.0,0.0,0.0,2.5,3.87,1548.0,2.45,17.47,7130.61,1.0,0.36,360.0,0.71,16.8,17.52,0.0,0.0,45.84,1109.72,5186.94,7780.41,308.3
1102,176,2012,9,Punjab,Patiala,314.72,1276.18,4054.97,326.45,1578.3,4834.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1000.0,4.77,16.08,3371.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1000.0,0.2,0.15,750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,2.63,1487.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,5.29,1982.77,0.0,0.0,0.0,4.44,7.93,1785.14,4.81,41.12,8548.02,1.0,0.54,540.0,1.22,13.94,15.16,0.0,0.0,45.72,1325.5000000000002,5885.719999999999,8828.579999999998,371.6
1103,175,2012,9,Punjab,Sangrur,388.88,1819.72,4679.39,405.8,2075.2,5113.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.32,4000.0,0.0,0.0,0.0,3.0,11.0,3666.67,0.1,0.1,1000.0,0.5,0.4,800.0,0.9,1.1,1222.22,0.0,0.0,0.0,0.0,0.0,0.0,2.08,3.03,1455.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.38,2088.89,0.0,0.0,0.0,2.26,3.4,1506.19,2.24,18.16,8108.93,20.0,13.68,684.0,0.74,5.6,6.34,0.0,0.0,44.48,1653.5200000000002,7904.18,11856.27,214.4
1104,139,2012,10,Rajasthan,Ajmer,0.01,0.01,1000.0,66.03,219.01,3316.83,135.1,104.9,776.46,0.0,0.0,0.0,135.1,104.9,776.46,70.49,76.02,1078.45,29.48,24.73,838.87,0.0,0.0,0.0,25.9,83.94,3240.93,90.07,106.75,1185.19,0.0,0.0,0.0,115.81,32.39,279.68,2.77,2.3,830.32,16.49,2.59,157.06,40.97,60.19,1469.12,0.0,0.0,0.0,0.26,0.44,1692.31,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,63.79,67.47,1057.69,0.03,0.21,7000.0,31.2,1.07,34.29,0.95,5.01,5.96,0.0,0.76,27.33,1648.92,1785.4000000000003,2678.1000000000004,612.0
1105,140,2012,10,Rajasthan,Alwar,0.79,1.39,1759.49,204.97,837.41,4085.52,28.48,20.74,728.23,0.0,0.0,0.0,28.48,20.74,728.23,240.77,477.22,1982.06,6.64,10.6,1596.39,0.0,0.0,0.0,11.42,43.31,3792.47,11.91,15.42,1294.71,2.93,3.51,1197.95,0.32,0.17,531.25,0.91,1.66,1824.18,3.31,1.64,495.47,245.52,383.07,1560.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.24,386.59,1544.88,0.06,0.33,5500.0,16.51,1.31,79.35,0.56,15.81,16.37,0.05,9.93,54.68,2107.7399999999993,4461.7,6692.549999999999,598.7
1106,141,2012,10,Rajasthan,Banswara,30.07,32.23,1071.85,107.2,247.66,2310.3,0.34,0.21,621.39,0.0,0.0,0.0,0.34,0.21,621.39,0.1,0.1,1000.0,163.51,250.45,1531.72,0.0,0.0,0.0,1.65,3.65,2214.98,20.03,19.84,990.52,5.32,3.79,712.28,17.69,11.62,657.2,0.35,0.45,1281.65,0.69,0.19,279.02,3.64,6.73,1847.75,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.04,916.88,0.0,0.0,0.0,58.51,65.31,1116.18,63.32,72.75,1148.96,0.13,0.61,4666.15,16.04,0.74,46.34,0.03,0.66,0.69,0.0,0.18,2.57,978.02,1434.84,2152.2599999999998,1087.6
1107,142,2012,10,Rajasthan,Barmer,0.0,0.0,0.0,12.61,17.14,1359.24,9.83,1.39,141.4,0.0,0.0,0.0,9.83,1.39,141.4,713.77,300.6,421.14,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.07,3500.0,0.3,0.16,533.33,0.0,0.0,0.0,237.02,94.91,400.43,0.71,1.1,1549.3,6.12,1.38,225.49,14.6,13.32,912.33,0.0,0.0,0.0,37.5,25.16,670.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.24,41.14,694.46,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.36,0.47,0.0,0.1,417.2,2203.3399999999997,996.4600000000003,1494.6900000000005,223.0
1108,143,2012,10,Rajasthan,Bharatpur,1.49,2.92,1959.73,194.3,831.91,4281.57,49.45,36.59,739.94,0.0,0.0,0.0,49.45,36.59,739.94,187.52,337.86,1801.73,0.01,0.02,2000.0,0.0,0.0,0.0,2.9,10.25,3534.48,5.82,9.41,1616.84,0.88,0.85,965.91,1.55,1.68,1083.87,0.13,0.2,1538.46,4.57,1.78,389.5,302.67,471.17,1556.71,0.0,0.0,0.0,0.05,0.05,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.69,473.27,1538.14,0.34,2.99,8794.12,1.59,0.15,94.34,1.23,10.6,11.82,8.09,0.07,39.29,2239.4599999999996,4456.72,6685.08,724.7
1109,144,2012,10,Rajasthan,Bhilwara,0.26,0.45,1730.77,121.79,413.84,3397.98,35.31,53.61,1518.27,0.0,0.0,0.0,35.31,53.61,1518.27,2.1,3.92,1866.67,156.13,283.75,1817.4,0.0,0.0,0.0,24.9,72.3,2903.61,29.24,35.67,1219.9,0.56,0.29,517.86,76.68,43.01,560.9,6.8,7.33,1077.94,23.52,3.71,157.74,42.14,52.87,1254.63,0.0,0.0,0.0,0.09,0.08,888.89,0.02,0.01,500.0,0.0,0.0,0.0,6.9,7.45,1079.71,81.68,72.84,891.77,0.05,0.4,8000.0,50.77,4.54,89.42,0.46,1.72,2.18,0.02,0.06,53.69,1389.46,2222.9199999999996,3334.379999999999,641.0
1110,145,2012,10,Rajasthan,Bikaner,0.03,0.05,1666.67,94.73,230.36,2431.75,0.33,0.21,636.36,0.0,0.0,0.0,0.33,0.21,636.36,63.44,13.12,206.81,0.03,0.06,2000.0,0.0,0.0,0.0,3.76,9.11,2422.87,188.57,154.31,818.32,0.0,0.0,0.0,162.65,27.85,171.23,109.22,215.6,1974.0,6.19,0.58,93.7,49.61,60.07,1210.84,0.0,0.0,0.0,0.22,0.21,954.55,0.45,0.45,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,169.14,277.6,1641.24,0.0,0.02,0.0,1.72,0.14,81.4,0.16,0.32,0.48,0.01,0.1,1101.47,1701.1800000000003,1980.7400000000007,2971.110000000001,320.2
1111,146,2012,10,Rajasthan,Bundi,19.31,38.18,1977.21,154.11,678.06,4399.84,0.1,0.1,1000.0,0.0,0.0,0.0,0.1,0.1,1000.0,1.93,2.93,1518.13,42.61,129.81,3046.47,0.0,0.0,0.0,1.35,4.2,3111.11,5.19,6.48,1248.55,0.04,0.04,1000.0,49.19,41.22,837.98,0.49,0.75,1530.61,12.31,3.73,303.01,66.97,81.26,1213.38,0.0,0.0,0.0,0.01,0.01,1000.0,0.04,0.04,1000.0,0.0,0.0,0.0,88.67,130.97,1477.05,169.43,217.35,1282.83,1.26,7.42,5888.89,0.1,0.01,100.0,0.45,2.31,2.77,0.07,0.0,13.84,1227.4600000000005,2689.9399999999996,4034.9099999999994,594.9
1112,147,2012,10,Rajasthan,Chittorgarh,0.7,1.23,1761.85,131.08,529.86,4042.3,10.34,10.96,1059.95,0.0,0.0,0.0,10.34,10.96,1059.95,0.02,0.02,1000.0,157.49,413.28,2624.17,0.0,0.0,0.0,7.75,25.25,3259.06,12.29,12.48,1015.48,0.25,0.24,959.63,11.03,7.79,705.89,17.66,24.24,1372.49,6.39,1.9,297.73,57.66,85.67,1485.73,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,732.39,0.0,0.0,0.0,103.4,141.47,1368.15,186.18,253.89,1363.69,1.04,9.12,8765.96,18.47,1.92,104.14,0.1,1.79,1.89,0.02,0.54,27.35,1464.5200000000002,3065.3,4597.950000000001,761.7
1113,148,2012,10,Rajasthan,Churu,0.0,0.0,0.0,29.67,62.14,2094.37,0.03,0.02,666.67,0.0,0.0,0.0,0.03,0.02,666.67,275.6,149.71,543.21,0.0,0.0,0.0,0.0,0.0,0.0,7.57,17.14,2264.2,127.13,89.24,701.96,0.0,0.0,0.0,215.85,65.17,301.92,37.56,50.18,1336.0,2.88,0.24,83.33,29.64,42.99,1450.4,0.0,0.0,0.0,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51,93.58,1255.94,0.0,0.0,0.0,0.42,0.04,95.24,0.0,0.19,0.19,0.0,0.09,607.76,1601.8,1141.5200000000002,1712.2800000000002,429.8
1114,149,2012,10,Rajasthan,Dungarpur,22.73,21.48,945.01,45.75,78.53,1716.5,0.39,0.24,615.38,0.0,0.0,0.0,0.39,0.24,615.38,0.09,0.08,888.89,79.06,68.52,866.68,0.0,0.0,0.0,1.16,3.61,3112.07,15.38,13.82,898.57,1.8,1.41,783.33,14.44,7.37,510.39,0.05,0.08,1600.0,1.25,0.17,136.0,0.93,1.28,1376.34,0.0,0.0,0.0,0.44,0.44,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,5.52,1411.76,6.66,7.53,1130.63,0.05,0.55,11000.0,1.36,0.12,88.24,0.0,0.17,0.17,0.0,0.0,4.75,391.6800000000001,422.32,633.48,929.5
1115,151,2012,10,Rajasthan,Jaipur,0.0,0.0,0.0,242.4,849.14,3503.05,32.53,19.35,594.84,0.0,0.0,0.0,32.53,19.35,594.84,435.99,675.01,1548.22,3.05,3.42,1121.31,0.0,0.0,0.0,69.94,207.84,2971.69,115.87,182.31,1573.4,0.49,0.43,877.55,71.19,12.56,176.43,60.39,99.65,1650.11,20.91,5.77,275.94,199.21,253.57,1272.88,0.0,0.0,0.0,0.02,0.02,1000.0,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,289.93,363.77,1254.68,0.04,0.34,8500.0,0.21,0.02,95.24,3.64,31.59,35.22,0.02,2.55,85.9,3156.7400000000007,5453.4000000000015,8180.100000000002,634.9
1116,152,2012,10,Rajasthan,Jaisalmer,0.0,0.0,0.0,13.42,17.47,1301.79,3.61,0.51,141.27,0.0,0.0,0.0,3.61,0.51,141.27,56.44,13.04,231.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,2000.0,130.49,80.7,618.44,0.0,0.0,0.0,8.12,2.71,333.74,12.66,10.32,815.17,0.23,0.07,304.35,57.84,25.85,446.92,0.0,0.0,0.0,6.02,1.67,277.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.22,37.95,491.45,0.0,0.0,0.0,0.14,0.01,71.43,0.0,0.07,0.07,0.0,0.01,500.09,739.6199999999999,381.81999999999994,572.7299999999999,224.6
1117,153,2012,10,Rajasthan,Jalore,0.0,0.0,0.0,28.38,50.46,1778.01,4.5,3.43,762.22,0.0,0.0,0.0,4.5,3.43,762.22,307.11,376.63,1226.37,0.05,0.1,2000.0,0.0,0.0,0.0,0.44,0.61,1386.36,1.85,1.56,843.24,0.2,0.16,800.0,105.09,66.4,631.84,8.1,15.08,1861.73,23.75,12.41,522.53,69.17,80.03,1157.0,0.0,0.0,0.0,87.07,196.09,2252.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.56,303.73,1610.79,0.0,0.0,0.0,0.91,0.08,87.91,0.18,1.14,1.33,0.04,0.3,102.82,1659.7999999999997,2223.28,3334.92,283.1
1118,154,2012,10,Rajasthan,Jhalawar,1.62,2.86,1765.43,86.06,279.02,3242.16,1.34,1.86,1388.06,0.0,0.0,0.0,1.34,1.86,1388.06,0.02,0.02,1000.0,28.6,61.91,2164.69,0.0,0.0,0.0,0.37,1.15,3108.11,16.99,18.86,1110.06,0.24,0.22,916.67,18.43,15.8,857.3,1.17,1.91,1632.48,1.46,0.79,541.1,79.56,118.13,1484.79,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.0,0.0,0.0,271.07,381.93,1408.97,353.6,502.93,1422.31,0.02,0.11,5500.0,0.0,0.0,0.0,9.92,2.59,12.51,0.1,1.34,3.94,1743.8400000000001,2786.5999999999995,4179.9,689.9
1119,155,2012,10,Rajasthan,Jhunjhunu,0.0,0.0,0.0,84.44,315.48,3736.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.86,243.92,1084.76,0.0,0.0,0.0,0.0,0.0,0.0,11.75,39.57,3367.66,62.75,85.26,1358.73,0.0,0.0,0.0,32.49,16.76,515.85,3.01,5.71,1897.01,0.22,0.07,318.18,82.76,116.13,1403.21,0.0,0.0,0.0,0.2,0.09,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37,122.04,1412.99,0.0,0.0,0.0,0.44,0.04,90.91,0.12,3.32,3.44,0.0,2.52,131.7,1178.8200000000002,1901.8200000000002,2852.7300000000005,457.8
1120,156,2012,10,Rajasthan,Jodhpur,0.0,0.0,0.0,60.97,133.16,2184.02,77.28,21.58,279.24,0.0,0.0,0.0,77.28,21.58,279.24,418.2,227.86,544.86,0.01,0.01,1000.0,0.0,0.0,0.0,0.29,0.77,2655.17,1.89,1.7,899.47,0.0,0.0,0.0,192.68,41.6,215.9,64.22,76.76,1195.27,33.78,5.03,148.9,79.78,80.33,1006.89,0.0,0.0,0.0,39.25,19.57,498.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.48,187.93,844.71,0.0,0.0,0.0,26.25,2.38,90.67,0.53,15.08,15.61,0.02,12.26,290.63,2589.8199999999997,1695.2000000000003,2542.8,348.8
