,Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),Total Area (1000 ha),Total Production (1000 tons),Total Yield (Kg per ha),Rainfall(mm)
1121,157,2012,10,Rajasthan,Kota,12.3,33.1,2691.06,295.04,1271.81,4310.64,3.5,3.8,1085.71,0.0,0.0,0.0,3.5,3.8,1085.71,2.3,2.59,1126.09,14.49,36.8,2539.68,0.0,0.0,0.0,0.79,2.44,3088.61,13.55,19.41,1432.47,0.02,0.03,1500.0,19.59,11.94,609.49,0.86,1.34,1558.14,16.33,4.12,252.3,166.05,277.84,1673.23,0.0,0.0,0.0,0.01,0.01,1000.0,0.21,0.24,1142.86,0.0,0.0,0.0,462.6,684.89,1480.52,646.24,968.51,1498.68,0.06,0.39,6500.0,0.02,0.0,0.0,0.61,3.73,4.34,0.2,0.07,6.07,3316.54,6653.719999999998,9980.579999999998,636.1999999999999
1122,158,2012,10,Rajasthan,Nagaur,0.0,0.0,0.0,83.77,212.34,2534.8,100.08,17.68,176.66,0.0,0.0,0.0,100.08,17.68,176.66,356.98,105.24,294.81,0.03,0.05,1666.67,0.0,0.0,0.0,13.66,33.09,2422.4,46.52,45.84,985.38,0.0,0.0,0.0,347.69,29.41,84.59,11.58,11.51,993.96,14.53,0.65,44.74,68.83,83.93,1219.38,0.0,0.0,0.0,0.17,0.12,705.88,0.02,0.04,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,148.3,121.29,817.87,0.0,0.01,0.0,44.75,3.62,80.89,0.44,9.46,9.9,0.0,7.8,216.69,2674.8599999999997,1399.52,2099.2799999999997,499.4
1123,159,2012,10,Rajasthan,Pali,0.0,0.0,0.0,57.1,144.53,2531.17,118.98,67.85,570.26,0.0,0.0,0.0,118.98,67.85,570.26,64.88,42.78,659.37,17.08,24.05,1408.08,0.0,0.0,0.0,4.43,11.58,2614.0,34.27,35.71,1042.02,0.06,0.03,500.0,91.52,31.84,347.9,1.18,1.41,1194.92,108.94,33.91,311.27,70.8,67.66,955.65,0.0,0.0,0.0,6.52,5.32,815.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,195.68,112.06,572.67,0.0,0.0,0.0,9.94,0.91,91.55,0.7,1.2,1.9,0.0,0.18,65.15,1802.12,1297.7599999999998,1946.6399999999996,505.90000000000003
1124,161,2012,10,Rajasthan,Sikar,0.0,0.0,0.0,100.13,327.29,3268.65,0.01,0.01,1000.0,0.0,0.0,0.0,0.01,0.01,1000.0,283.82,350.93,1236.45,0.0,0.01,0.0,0.0,0.0,0.0,33.75,106.02,3141.33,42.16,54.33,1288.66,0.01,0.01,1000.0,45.95,17.9,389.55,24.06,39.96,1660.85,0.76,0.22,289.47,61.46,75.06,1221.28,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.21,115.9,1328.98,0.02,0.12,6000.0,0.34,0.03,88.24,0.19,9.84,10.03,0.01,7.69,134.34,1359.8000000000002,2210.66,3315.99,641.4
1125,162,2012,10,Rajasthan,Sirohi,0.0,0.0,0.0,35.95,99.14,2757.72,3.8,3.87,1018.42,0.0,0.0,0.0,3.8,3.87,1018.42,13.62,16.53,1213.66,23.99,36.95,1540.23,0.0,0.0,0.0,1.27,3.95,3110.24,2.58,2.18,844.96,0.21,0.26,1238.1,8.43,4.66,552.79,7.59,14.13,1861.66,17.08,7.51,439.7,22.77,26.46,1162.06,0.0,0.0,0.0,43.52,89.86,2064.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.96,137.96,1516.71,0.0,0.01,0.0,2.94,0.16,54.42,0.33,1.78,2.1,0.13,0.0,31.65,557.9399999999999,898.5600000000001,1347.8400000000001,805.2
1126,163,2012,10,Rajasthan,Tonk,0.0,0.0,0.0,61.77,211.22,3419.46,49.81,28.43,570.77,0.0,0.0,0.0,49.81,28.43,570.77,41.91,53.0,1264.61,10.69,12.27,1147.8,0.0,0.0,0.0,7.75,21.2,2735.48,58.58,70.45,1202.63,0.01,0.01,1000.0,63.17,27.33,432.64,13.45,14.21,1056.51,28.99,6.85,236.29,266.48,385.85,1447.95,0.0,0.0,0.0,0.09,0.04,444.44,0.16,0.08,500.0,0.0,0.0,0.0,0.12,0.17,1416.67,311.56,408.58,1311.4,0.08,0.71,8875.0,1.69,0.15,88.76,0.65,4.01,4.65,0.02,0.04,19.28,1933.5800000000004,2546.06,3819.09,667.4
1127,164,2012,10,Rajasthan,Udaipur,5.14,5.64,1097.17,125.96,351.53,2790.74,14.13,21.35,1510.82,0.0,0.0,0.0,14.13,21.35,1510.82,0.38,0.37,973.92,252.47,500.02,1980.54,0.0,0.0,0.0,18.92,45.23,2391.3,15.87,15.06,948.92,3.4,3.08,906.01,14.39,8.89,617.67,4.82,4.72,979.3,4.27,0.96,225.96,19.35,22.0,1137.02,0.0,0.0,0.0,0.03,0.02,666.67,0.05,0.05,932.81,0.0,0.0,0.0,40.75,46.45,1139.73,69.63,74.41,1068.73,0.58,4.02,6925.52,10.82,0.92,85.4,0.22,2.06,2.29,0.0,0.14,33.99,1230.6200000000001,2256.5400000000004,3384.8100000000004,704.2
1128,63,2012,20,Telangana,Adilabad,70.75,187.27,2646.93,3.59,4.05,1128.13,18.36,25.23,1374.18,10.43,10.23,980.82,28.79,35.46,1231.68,0.29,0.49,1689.66,22.02,68.77,3123.07,0.0,0.0,0.0,0.0,0.0,0.0,17.2,25.34,1473.26,40.63,26.82,660.1,16.67,15.64,938.21,1.59,2.89,1817.61,3.04,1.0,328.95,0.08,0.04,500.0,0.06,0.09,1500.0,0.2,0.11,550.0,0.04,0.02,500.0,0.41,0.62,1512.2,58.77,84.63,1440.02,64.18,89.39,1392.8,0.0,0.02,0.0,370.36,122.96,332.0,6.87,8.75,15.62,0.0,0.31,0.08,1468.66,1420.2599999999998,2130.3899999999994,1048.8
1129,55,2012,20,Telangana,Hyderabad,40.91,98.4,2405.28,0.62,0.7,1129.03,12.21,11.96,979.52,3.96,3.13,790.4,16.17,15.08,932.59,0.2,0.18,900.0,42.97,166.7,3879.45,0.6,1.12,1866.67,0.0,0.0,0.0,5.35,6.43,1201.87,39.5,16.12,408.1,12.07,7.81,647.06,9.0,15.14,1682.22,0.27,0.09,333.33,0.0,0.0,0.0,1.23,0.99,804.88,3.31,3.07,927.49,0.0,0.0,0.0,0.24,0.27,1125.0,0.03,0.05,1666.67,14.09,28.61,2030.52,2.15,8.92,4148.84,60.23,24.64,409.1,8.92,25.64,34.57,0.56,2.23,3.88,549.1800000000001,874.56,1311.84,778.8
1130,62,2012,20,Telangana,Karimnagar,289.43,1026.88,3547.94,0.01,0.01,1000.0,0.0,0.0,0.0,0.12,0.13,1083.33,0.12,0.13,1083.33,0.7,1.16,1657.14,108.71,568.68,5231.17,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.06,490.74,6.59,4.61,699.54,16.44,12.41,754.87,9.34,14.1,1509.64,7.68,4.0,520.83,0.05,0.02,400.0,0.0,0.0,0.0,0.24,0.13,541.67,0.0,0.0,0.0,0.36,0.58,1611.11,7.86,14.28,1816.79,25.52,33.12,1297.81,3.94,16.08,4081.22,251.38,84.96,337.97,22.53,8.32,30.85,0.0,1.0,0.0,1506.36,3583.3199999999997,5374.98,1046.5
1131,61,2012,20,Telangana,Khammam,153.84,473.08,3075.14,0.0,0.0,0.0,0.04,0.03,750.0,1.94,1.87,963.92,1.98,1.9,959.6,0.0,0.0,0.0,32.06,172.46,5379.29,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.32,1454.55,3.53,1.41,399.43,21.68,16.58,764.76,6.51,10.45,1605.22,2.44,0.5,204.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.17,1133.33,0.02,0.03,1500.0,13.48,84.76,6287.83,10.64,50.74,4768.8,184.77,85.92,465.01,36.09,2.84,38.93,0.0,0.0,1.38,938.78,1806.12,2709.18,1521.1
1132,57,2012,20,Telangana,Medak,110.36,372.6,3376.22,2.44,2.27,930.33,12.84,15.66,1219.63,12.19,12.2,1000.82,25.04,27.86,1112.62,0.33,0.29,878.79,142.21,643.03,4521.69,0.0,0.0,0.0,0.0,0.0,0.0,30.02,44.04,1467.02,29.2,19.74,676.03,45.08,42.6,944.99,1.52,1.64,1078.95,0.42,0.15,357.14,0.0,0.0,0.0,5.22,3.02,578.54,1.31,0.7,534.35,0.17,0.08,470.59,10.78,17.08,1584.42,7.71,13.4,1738.0,27.12,36.06,1329.65,42.6,193.23,4535.92,128.87,75.9,588.97,10.59,20.37,30.96,3.01,3.66,0.36,1298.0600000000002,3091.1600000000003,4636.740000000001,843.0
1133,59,2012,20,Telangana,Nalgonda,208.52,683.87,3279.64,0.0,0.0,0.0,2.98,2.23,748.32,1.93,0.99,512.95,4.91,3.22,655.8,2.01,1.64,815.92,4.62,10.93,2365.8,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.89,1459.02,28.64,13.83,482.89,43.73,32.75,748.91,22.41,33.98,1516.29,0.97,0.13,134.02,0.0,0.0,0.0,0.0,0.0,0.0,6.84,2.15,314.33,0.0,0.0,0.0,0.4,0.47,1175.0,0.0,0.0,0.0,30.68,37.95,1236.96,1.88,8.17,4345.74,297.82,102.45,344.0,44.8,5.19,49.98,0.0,0.0,1.7,1407.5,1881.6800000000003,2822.5200000000004,673.9
1134,56,2012,20,Telangana,Nizamabad,192.96,736.19,3815.25,1.27,1.86,1464.57,0.82,1.18,1439.02,4.85,4.61,950.52,5.66,5.79,1022.97,3.3,5.52,1672.73,94.83,505.74,5333.12,0.0,0.0,0.0,0.0,0.0,0.0,29.7,47.34,1593.94,3.13,3.17,1012.78,23.9,22.1,924.69,1.33,3.37,2533.83,4.76,2.0,420.17,0.21,0.24,1142.86,2.68,2.13,794.78,0.02,0.01,500.0,0.0,0.0,0.0,11.3,9.12,807.08,83.43,174.46,2091.09,103.73,191.33,1844.5,14.14,58.24,4118.81,20.5,7.81,380.98,1.82,6.57,8.38,0.0,2.22,17.66,1208.6799999999998,3581.999999999999,5372.999999999998,845.4
1135,60,2012,20,Telangana,Warangal,209.71,689.02,3285.58,0.0,0.0,0.0,0.11,0.17,1545.45,2.57,1.98,770.43,2.68,2.14,798.51,0.0,0.0,0.0,80.09,387.61,4839.68,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.91,1660.87,9.21,6.25,678.61,26.42,17.05,645.34,30.41,60.51,1989.81,2.3,0.95,413.04,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.56,629.21,0.0,0.0,0.0,0.03,0.04,1333.33,0.01,0.01,1000.0,33.63,62.07,1845.67,0.0,0.0,0.0,276.41,100.06,362.0,12.39,5.37,17.76,0.0,0.28,0.05,1376.02,2671.9599999999996,4007.9399999999996,1231.8999999999999
1136,196,2012,12,Uttar Pradesh,Agra,10.15,27.68,2726.38,167.92,642.3,3825.01,0.22,0.24,1075.74,0.0,0.0,0.0,0.22,0.24,1075.74,137.48,297.79,2166.01,3.16,8.1,2562.68,0.0,0.0,0.0,8.6,27.98,3255.06,1.74,3.13,1800.39,1.48,1.68,1134.06,2.53,3.06,1206.4,0.03,0.03,1000.0,2.84,0.53,186.11,60.86,115.0,1889.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,800.0,0.0,0.0,0.0,63.78,115.59,1812.45,0.35,1.57,4509.78,1.07,0.29,270.17,2.42,84.08,86.5,71.61,0.18,30.99,1072.98,2658.999999999999,3988.4999999999986,593.2
1137,194,2012,12,Uttar Pradesh,Aligarh,39.59,96.75,2443.8,153.7,551.16,3585.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.7,314.19,2298.39,19.88,51.14,2572.43,0.0,0.0,0.0,12.6,40.7,3230.16,0.03,0.04,1333.33,12.18,13.57,1114.12,7.8,6.91,885.9,0.03,0.03,1000.0,0.15,0.03,200.0,29.41,54.17,1841.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,769.23,0.0,0.0,0.0,29.72,54.33,1828.06,11.12,68.42,6152.88,2.38,0.47,197.48,11.03,71.58,82.6,67.7,0.09,41.59,1068.3,2647.359999999999,3971.039999999999,496.6
1138,210,2012,12,Uttar Pradesh,Allahabad,195.08,527.66,2704.84,295.99,768.74,2597.18,11.52,16.57,1438.37,0.0,0.0,0.0,11.52,16.57,1438.37,35.3,34.72,983.57,0.4,0.55,1375.0,0.0,0.0,0.0,7.76,21.38,2755.15,28.55,30.24,1059.19,22.97,27.23,1185.46,21.42,20.32,948.65,0.12,0.12,1000.0,2.03,0.41,201.97,2.74,2.76,1007.3,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.64,598.13,0.01,0.01,1000.0,0.0,0.0,0.0,5.96,3.93,659.4,2.81,17.16,6106.76,0.0,0.0,0.0,3.74,24.24,27.98,17.45,0.72,6.58,1332.8799999999999,3027.9400000000005,4541.910000000001,1074.6
1139,224,2012,12,Uttar Pradesh,Azamgarh,295.37,634.34,2147.61,330.58,1008.85,3051.76,0.1,0.15,1500.0,0.0,0.0,0.0,0.1,0.15,1500.0,0.16,0.3,1875.0,7.31,13.1,1792.07,0.0,0.0,0.0,5.3,13.83,2609.43,4.84,8.05,1663.22,11.62,12.73,1095.52,9.0,12.86,1428.89,0.63,0.62,984.13,0.09,0.02,222.22,2.51,3.17,1262.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,750.0,0.0,0.0,0.0,3.26,3.84,1177.91,26.26,145.25,5531.23,0.0,0.0,0.0,1.62,9.33,10.95,6.19,0.9,6.44,1409.96,3735.0399999999995,5602.5599999999995,657.8
1140,233,2012,12,Uttar Pradesh,Bahraich,232.68,544.28,2339.18,223.94,627.16,2800.57,0.15,0.19,1266.67,0.0,0.0,0.0,0.15,0.19,1266.67,0.02,0.04,2000.0,90.12,110.97,1231.36,0.0,0.0,0.0,0.9,2.38,2644.44,0.36,0.4,1111.11,5.38,3.03,563.2,62.93,55.66,884.47,1.7,1.68,988.24,0.85,0.16,188.24,9.34,6.78,725.91,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,500.0,0.02,0.01,500.0,0.05,0.08,1600.0,12.06,8.75,725.54,31.46,170.64,5424.03,0.0,0.0,0.0,4.47,6.01,10.48,3.0,0.86,3.09,1359.36,3078.6400000000003,4617.960000000001,950.0
1141,220,2012,12,Uttar Pradesh,Ballia,112.17,244.3,2177.94,135.9,459.03,3377.7,1.68,2.41,1434.52,0.0,0.0,0.0,1.68,2.41,1434.52,2.06,3.96,1922.33,33.5,65.6,1958.21,0.0,0.0,0.0,3.53,9.2,2606.23,2.99,4.97,1662.21,6.04,6.78,1122.52,21.6,29.13,1348.61,0.32,0.32,1000.0,0.0,0.0,0.0,0.88,1.11,1261.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,750.0,0.0,0.0,0.0,1.24,1.46,1177.42,5.87,28.19,4802.39,0.0,0.0,0.0,3.58,11.09,14.67,8.08,1.15,1.97,682.32,1742.2800000000002,2613.42,677.3000000000001
1142,215,2012,12,Uttar Pradesh,Banda,58.32,99.95,1713.82,208.0,473.51,2276.49,42.96,58.09,1352.19,0.0,0.0,0.0,42.96,58.09,1352.19,12.55,17.41,1387.25,0.08,0.16,2000.0,0.0,0.0,0.0,7.0,18.92,2702.86,144.56,153.71,1063.3,35.42,33.89,956.8,65.92,48.14,730.28,0.66,0.61,924.24,21.15,3.91,184.87,5.59,3.08,550.98,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.29,387.39,0.01,0.01,1000.0,0.1,0.15,1500.0,30.83,9.04,293.22,0.7,2.6,3714.29,0.0,0.0,0.0,0.08,2.85,2.91,0.64,0.3,5.2,1361.72,1971.4199999999998,2957.1299999999997,784.9
1143,236,2012,12,Uttar Pradesh,Barabanki,183.96,562.37,3057.02,162.34,603.26,3716.03,1.57,1.66,1057.32,0.0,0.0,0.0,1.57,1.66,1057.32,0.52,0.34,653.85,3.94,3.06,776.65,0.0,0.0,0.0,0.09,0.25,2777.78,0.8,0.73,912.5,1.53,1.59,1039.22,25.33,17.46,689.3,0.4,0.4,1000.0,0.24,0.05,208.33,23.34,17.16,735.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98,17.6,733.94,9.75,58.78,6028.72,0.0,0.0,0.0,4.47,16.66,21.14,14.71,0.43,7.5,917.0799999999998,2606.9200000000005,3910.380000000001,1002.5999999999999
1144,199,2012,12,Uttar Pradesh,Bareilly,83.83,191.38,2282.95,230.27,765.4,3323.92,0.06,0.07,1166.67,0.0,0.0,0.0,0.06,0.07,1166.67,8.37,12.01,1434.89,0.33,0.68,2060.61,0.0,0.0,0.0,0.03,0.08,2666.67,0.02,0.02,1000.0,0.05,0.05,1000.0,17.11,14.74,861.48,0.55,0.8,1454.55,3.25,0.35,107.69,18.21,16.03,880.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,777.78,0.03,0.04,1333.33,22.13,17.28,780.84,96.52,604.7,6265.02,0.0,0.0,0.0,4.29,9.15,13.44,1.88,0.07,11.34,974.1599999999999,3265.98,4898.97,617.5
1145,223,2012,12,Uttar Pradesh,Basti,356.77,876.76,2457.49,370.8,1188.05,3204.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,2000.0,4.86,9.01,1853.91,0.0,0.0,0.0,0.11,0.27,2454.55,1.23,1.36,1105.69,8.48,7.22,851.42,17.37,21.78,1253.89,1.9,1.89,994.74,0.28,0.05,178.57,7.63,9.62,1260.81,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.68,453.33,0.04,0.03,750.0,0.0,0.0,0.0,11.36,12.27,1080.11,45.05,271.86,6034.63,0.0,0.0,0.0,9.42,9.13,18.57,5.9,0.68,4.9,1685.4199999999996,4821.360000000001,7232.040000000001,1008.5
1146,205,2012,12,Uttar Pradesh,Bijnor,16.12,44.27,2746.28,78.24,323.12,4129.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1000.0,0.01,0.01,1000.0,2.16,1.89,875.0,0.75,0.71,946.67,0.03,0.01,333.33,2.0,2.75,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,3.47,1252.71,215.54,1260.29,5847.13,0.0,0.0,0.0,5.77,2.84,8.61,0.74,0.01,27.7,648.3199999999999,3278.8199999999997,4918.23,612.9
1147,222,2012,12,Uttar Pradesh,Deoria,264.66,622.76,2353.06,269.68,814.86,3021.58,0.04,0.05,1250.0,0.0,0.0,0.0,0.04,0.05,1250.0,0.14,0.29,2071.43,12.45,28.95,2325.3,0.0,0.0,0.0,0.53,1.44,2716.98,0.1,0.09,900.0,5.5,3.74,680.0,6.44,5.46,847.83,2.24,3.55,1584.82,0.15,0.03,200.0,12.12,9.24,762.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,12.82,883.53,79.54,454.21,5710.46,0.0,0.0,0.0,7.66,7.17,14.82,3.03,0.22,0.57,1357.6599999999999,3929.8599999999997,5894.789999999999,759.9
1148,198,2012,12,Uttar Pradesh,Etah,20.83,56.04,2690.35,229.1,837.2,3654.3,0.02,0.02,1000.0,0.0,0.0,0.0,0.02,0.02,1000.0,85.03,240.76,2831.47,59.59,164.76,2764.89,0.0,0.0,0.0,10.66,34.83,3267.35,0.75,0.83,1106.67,3.23,3.99,1235.29,10.1,10.2,1009.9,0.63,0.63,1000.0,1.12,0.21,187.5,18.94,36.6,1932.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.19,760.0,0.0,0.0,0.0,20.92,37.63,1798.76,7.3,42.86,5871.23,0.0,0.0,0.0,11.94,26.37,38.3,11.33,0.55,18.43,983.5200000000002,2987.3799999999997,4481.07,472.8
1149,207,2012,12,Uttar Pradesh,Etawah,101.82,310.05,3045.08,197.34,742.71,3763.61,1.08,1.49,1379.63,0.0,0.0,0.0,1.08,1.49,1379.63,65.4,156.38,2391.13,15.16,38.35,2529.68,0.0,0.0,0.0,7.77,24.28,3124.84,7.27,10.16,1397.52,6.42,8.96,1395.64,7.25,5.45,751.72,0.22,0.22,1000.0,1.96,0.39,198.98,29.63,48.22,1627.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81,48.83,1535.05,1.05,6.42,6114.29,0.0,0.0,0.0,0.78,24.04,24.81,18.57,0.13,6.07,989.2199999999998,2855.1400000000003,4282.710000000001,457.7
1150,231,2012,12,Uttar Pradesh,Faizabad,215.59,573.06,2658.1,225.15,711.07,3158.21,2.43,2.57,1057.61,0.0,0.0,0.0,2.43,2.57,1057.61,0.02,0.02,1000.0,3.74,5.22,1395.72,0.0,0.0,0.0,1.02,2.7,2647.06,2.97,2.7,909.09,4.32,4.49,1039.35,14.36,11.16,777.16,0.0,0.0,0.0,0.05,0.01,200.0,7.97,5.9,740.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,500.0,0.02,0.02,1000.0,0.0,0.0,0.0,8.05,5.93,736.65,33.57,212.55,6331.55,0.0,0.0,0.0,12.3,15.54,27.85,8.92,0.5,10.02,1085.86,3112.0400000000004,4668.06,961.7
1151,206,2012,12,Uttar Pradesh,Farrukhabad,32.56,94.73,2909.4,145.49,541.35,3720.87,2.04,2.8,1372.55,0.0,0.0,0.0,2.04,2.8,1372.55,6.58,12.01,1825.23,75.78,181.16,2390.6,0.0,0.0,0.0,2.09,6.52,3119.62,1.7,2.32,1364.71,3.03,3.52,1161.72,9.31,9.21,989.26,3.22,3.2,993.79,4.8,0.96,200.0,14.82,19.55,1319.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.54,771.43,0.0,0.0,0.0,23.54,24.26,1030.59,8.31,52.03,6261.13,0.0,0.0,0.0,6.75,89.55,96.29,78.03,1.95,10.65,841.5799999999999,2096.92,3145.38,446.4
1152,209,2012,12,Uttar Pradesh,Fatehpur,77.16,189.52,2456.19,170.68,560.59,3284.45,9.51,15.06,1583.6,0.0,0.0,0.0,9.51,15.06,1583.6,6.99,8.96,1281.83,0.38,0.49,1289.47,0.0,0.0,0.0,3.47,9.57,2757.92,43.38,54.16,1248.5,19.16,18.65,973.38,14.55,11.39,782.82,0.28,0.3,1071.43,10.19,2.02,198.23,15.62,16.02,1025.61,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,636.36,0.0,0.0,0.0,0.0,0.0,0.0,26.2,18.4,702.29,6.68,40.82,6110.78,0.0,0.0,0.0,1.19,15.37,16.56,8.14,1.57,11.29,846.4000000000001,1956.04,2934.06,709.6
1153,219,2012,12,Uttar Pradesh,Ghazipur,149.18,348.62,2336.91,174.61,501.74,2873.49,2.27,4.13,1819.38,0.0,0.0,0.0,2.27,4.13,1819.38,16.15,24.46,1514.55,0.65,1.15,1769.23,0.0,0.0,0.0,7.13,12.78,1792.43,4.3,4.94,1148.84,5.54,6.31,1138.99,16.09,17.46,1085.15,0.0,0.0,0.0,0.05,0.01,200.0,0.45,0.57,1266.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1000.0,0.0,0.0,0.0,0.5,0.58,1160.0,7.63,35.2,4613.37,0.0,0.0,0.0,2.52,11.81,14.33,8.33,0.87,12.98,795.3599999999998,1949.5400000000002,2924.3100000000004,680.9
1154,232,2012,12,Uttar Pradesh,Gonda,228.79,535.3,2339.7,243.63,692.46,2842.26,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,57.12,67.04,1173.67,0.0,0.0,0.0,0.83,2.22,2674.7,1.18,1.31,1110.17,14.04,8.33,593.3,47.02,42.51,904.08,0.05,0.05,1000.0,0.34,0.06,176.47,27.83,24.06,864.53,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,500.0,0.0,0.0,0.0,0.0,0.0,0.0,28.27,24.2,856.03,126.14,701.84,5563.98,0.0,0.0,0.0,4.24,9.52,13.76,4.94,0.96,4.96,1568.9599999999998,4219.82,6329.73,938.0
